,state_name,county,city,hour_of_crash,day_of_crash,month_of_crash,light_condition_name,atmospheric_conditions_1_name,number_of_fatalities,number_of_drunk_drivers,timestamp_of_crash
0,Iowa,163,790,0,29,4,Dark – Not Lighted,Clear,1,0,2015-04-29 00:17:00+00:00
1,Iowa,181,0,0,1,11,Dark – Not Lighted,Clear,1,1,2015-11-01 00:30:00+00:00
2,Iowa,49,0,0,28,2,Dark – Not Lighted,Clear,1,1,2015-02-28 00:05:00+00:00
3,Iowa,21,0,0,3,5,Dark – Not Lighted,Cloudy,1,1,2015-05-03 00:05:00+00:00
4,Iowa,163,0,0,10,5,Dark – Not Lighted,Clear,1,1,2015-05-10 00:43:00+00:00
5,Iowa,47,0,0,16,5,Dark – Not Lighted,Clear,1,0,2015-05-16 00:19:00+00:00
6,Iowa,153,2260,0,1,11,Dark – Lighted,Clear,1,0,2015-11-01 00:00:00+00:00
7,Iowa,13,8790,0,29,6,Dark – Lighted,Clear,1,1,2015-06-29 00:22:00+00:00
8,Iowa,49,0,1,14,11,Dark – Lighted,Clear,1,1,2015-11-14 01:36:00+00:00
9,Iowa,95,0,1,3,5,Dark – Not Lighted,Cloudy,1,1,2015-05-03 01:00:00+00:00
10,Iowa,193,0,1,1,1,Dark – Not Lighted,Clear,1,1,2015-01-01 01:45:00+00:00
11,Iowa,51,0,1,24,1,Dark – Not Lighted,Clear,1,1,2015-01-24 01:19:00+00:00
12,Iowa,193,7850,1,3,1,Dark – Lighted,Clear,1,1,2015-01-03 01:00:00+00:00
13,Iowa,155,1900,2,14,9,Dark – Lighted,Clear,1,0,2015-09-14 02:06:00+00:00
14,Iowa,163,2080,2,6,7,Dark – Not Lighted,Clear,2,1,2015-07-06 02:09:00+00:00
15,Iowa,137,0,2,22,3,Dark – Not Lighted,Clear,1,1,2015-03-22 02:09:00+00:00
16,Iowa,135,0,2,14,2,Dark – Not Lighted,Clear,1,1,2015-02-14 02:30:00+00:00
17,Iowa,63,0,2,15,8,Dark – Not Lighted,Clear,1,1,2015-08-15 02:00:00+00:00
18,Iowa,121,0,2,29,6,Dark – Not Lighted,Clear,1,1,2015-06-29 02:00:00+00:00
19,Iowa,163,0,2,5,12,Dark – Not Lighted,Clear,1,1,2015-12-05 02:02:00+00:00
20,Iowa,191,0,2,11,10,Dark – Not Lighted,Clear,1,1,2015-10-11 02:30:00+00:00
21,Iowa,43,0,2,29,3,Dark – Not Lighted,Cloudy,1,1,2015-03-29 02:34:00+00:00
22,Iowa,49,9997,2,23,8,Dark – Not Lighted,Cloudy,1,1,2015-08-23 02:11:00+00:00
23,Iowa,153,2260,2,21,2,Dark – Lighted,Clear,1,0,2015-02-21 02:04:00+00:00
24,Iowa,163,2080,2,5,10,Dark – Lighted,Clear,1,1,2015-10-05 02:29:00+00:00
25,Iowa,155,1900,2,14,8,Dark – Lighted,Clear,1,1,2015-08-14 02:37:00+00:00
26,Iowa,141,0,3,4,4,Dark – Not Lighted,Clear,1,1,2015-04-04 03:50:00+00:00
27,Iowa,7,0,3,19,12,Dark – Not Lighted,Clear,1,1,2015-12-19 03:18:00+00:00
28,Iowa,175,0,3,7,10,Dark – Not Lighted,Clear,1,0,2015-10-07 03:35:00+00:00
29,Iowa,111,3030,3,19,9,Dark – Lighted,Cloudy,1,1,2015-09-19 03:32:00+00:00
30,Iowa,31,0,4,26,7,Dark – Not Lighted,Cloudy,2,1,2015-07-26 04:35:00+00:00
31,Iowa,103,0,4,15,7,Dark – Not Lighted,Clear,1,1,2015-07-15 04:38:00+00:00
32,Iowa,93,0,4,18,12,Dark – Not Lighted,Clear,1,1,2015-12-18 04:00:00+00:00
33,Iowa,121,0,4,21,2,Dark – Not Lighted,Clear,1,1,2015-02-21 04:22:00+00:00
34,Iowa,121,0,4,31,10,Dark – Not Lighted,Rain,1,0,2015-10-31 04:49:00+00:00
35,Iowa,153,0,4,19,7,Dark – Not Lighted,Cloudy,1,0,2015-07-19 04:22:00+00:00
36,Iowa,153,2260,4,18,6,Dark – Lighted,Cloudy,1,1,2015-06-18 04:37:00+00:00
37,Iowa,49,0,5,16,3,Dark – Not Lighted,Clear,1,0,2015-03-16 05:36:00+00:00
38,Iowa,13,1330,5,29,10,Dark – Lighted,Cloudy,1,0,2015-10-29 05:32:00+00:00
39,Iowa,111,0,5,16,7,Dawn,Cloudy,1,0,2015-07-16 05:46:00+00:00
40,Iowa,181,0,5,9,5,Dawn,Cloudy,1,1,2015-05-09 05:41:00+00:00
41,Iowa,113,0,5,20,1,Dark – Not Lighted,Cloudy,1,0,2015-01-20 05:25:00+00:00
42,Iowa,183,0,5,17,6,Dark – Not Lighted,Rain,1,0,2015-06-17 05:09:00+00:00
43,Iowa,13,0,5,2,12,Dark – Not Lighted,Snow,1,0,2015-12-02 05:32:00+00:00
44,Iowa,87,0,5,4,6,Dawn,"Fog, Smog, Smoke",1,0,2015-06-04 05:56:00+00:00
45,Iowa,115,0,5,12,4,Dark – Not Lighted,Clear,1,1,2015-04-12 05:01:00+00:00
46,Iowa,163,2080,5,18,9,Dark – Lighted,Clear,1,0,2015-09-18 05:17:00+00:00
47,Iowa,155,0,6,15,1,Dark – Not Lighted,Clear,1,0,2015-01-15 06:55:00+00:00
48,Iowa,183,0,6,8,7,Daylight,Cloudy,1,0,2015-07-08 06:02:00+00:00
49,Iowa,29,0,6,24,9,Not Reported,Cloudy,1,0,2015-09-24 06:39:00+00:00
50,Iowa,13,0,6,16,9,Dawn,Clear,2,0,2015-09-16 06:15:00+00:00
51,Iowa,169,0,6,14,8,Daylight,Clear,1,0,2015-08-14 06:09:00+00:00
52,Iowa,157,0,6,20,5,Daylight,Cloudy,1,0,2015-05-20 06:25:00+00:00
53,Iowa,169,0,6,10,12,Dawn,Cloudy,1,0,2015-12-10 06:49:00+00:00
54,Iowa,193,7850,6,18,8,Dawn,Cloudy,1,0,2015-08-18 06:55:00+00:00
55,Iowa,155,1900,6,8,9,Dark – Lighted,Rain,1,0,2015-09-08 06:05:00+00:00
56,Iowa,133,0,7,30,7,Daylight,Cloudy,1,0,2015-07-30 07:54:00+00:00
57,Iowa,29,0,7,16,5,Daylight,Cloudy,1,1,2015-05-16 07:05:00+00:00
58,Iowa,131,0,7,29,7,Daylight,Clear,1,0,2015-07-29 07:23:00+00:00
59,Iowa,111,4250,7,3,9,Daylight,Clear,1,0,2015-09-03 07:17:00+00:00
60,Iowa,109,0,7,22,4,Daylight,Clear,1,0,2015-04-22 07:46:00+00:00
61,Iowa,111,0,7,23,8,Unknown,Unknown,1,1,2015-08-23 07:15:00+00:00
62,Iowa,107,0,7,3,1,Daylight,"Fog, Smog, Smoke",1,0,2015-01-03 07:46:00+00:00
63,Iowa,181,0,7,31,8,Daylight,Clear,1,0,2015-08-31 07:12:00+00:00
64,Iowa,61,0,7,17,4,Daylight,Clear,1,0,2015-04-17 07:05:00+00:00
65,Iowa,143,0,7,15,12,Dawn,Cloudy,1,0,2015-12-15 07:11:00+00:00
66,Iowa,193,0,7,23,10,Dawn,Rain,1,1,2015-10-23 07:30:00+00:00
67,Iowa,169,230,7,14,12,Dark – Lighted,Rain,1,0,2015-12-14 07:04:00+00:00
68,Iowa,43,0,7,3,10,Daylight,Clear,1,0,2015-10-03 07:24:00+00:00
69,Iowa,103,4050,8,22,5,Daylight,Clear,1,0,2015-05-22 08:12:00+00:00
70,Iowa,19,0,8,23,3,Daylight,Cloudy,1,0,2015-03-23 08:27:00+00:00
71,Iowa,111,0,8,31,3,Daylight,Clear,1,0,2015-03-31 08:00:00+00:00
72,Iowa,181,0,8,12,8,Daylight,Clear,2,0,2015-08-12 08:53:00+00:00
73,Iowa,99,0,8,13,3,Daylight,"Fog, Smog, Smoke",1,0,2015-03-13 08:33:00+00:00
74,Iowa,139,0,8,6,10,Daylight,Cloudy,1,0,2015-10-06 08:34:00+00:00
75,Iowa,187,0,8,8,5,Daylight,Cloudy,2,0,2015-05-08 08:51:00+00:00
76,Iowa,61,6660,8,17,11,Daylight,Cloudy,1,0,2015-11-17 08:21:00+00:00
77,Iowa,183,0,8,20,2,Daylight,Cloudy,1,0,2015-02-20 08:20:00+00:00
78,Iowa,113,0,8,17,4,Daylight,Clear,1,0,2015-04-17 08:41:00+00:00
79,Iowa,153,2260,8,23,11,Daylight,Clear,1,1,2015-11-23 08:42:00+00:00
80,Iowa,155,1900,9,2,8,Daylight,Clear,1,0,2015-08-02 09:08:00+00:00
81,Iowa,195,0,9,13,8,Daylight,Clear,1,0,2015-08-13 09:09:00+00:00
82,Iowa,47,0,9,18,1,Daylight,Clear,1,0,2015-01-18 09:39:00+00:00
83,Iowa,95,0,9,18,6,Daylight,Clear,1,0,2015-06-18 09:15:00+00:00
84,Iowa,17,0,9,10,8,Daylight,Cloudy,1,0,2015-08-10 09:18:00+00:00
85,Iowa,51,0,9,30,10,Daylight,Clear,1,0,2015-10-30 09:17:00+00:00
86,Iowa,153,2260,9,14,8,Daylight,Clear,1,0,2015-08-14 09:14:00+00:00
87,Iowa,193,7850,10,18,3,Daylight,Cloudy,1,0,2015-03-18 10:26:00+00:00
88,Iowa,69,0,10,15,8,Daylight,Clear,2,0,2015-08-15 10:50:00+00:00
89,Iowa,163,2080,10,14,8,Daylight,Clear,1,0,2015-08-14 10:45:00+00:00
90,Iowa,61,2430,10,30,4,Daylight,Clear,1,0,2015-04-30 10:30:00+00:00
91,Iowa,81,0,10,4,10,Daylight,Cloudy,1,0,2015-10-04 10:15:00+00:00
92,Iowa,113,5290,10,11,7,Daylight,Cloudy,1,0,2015-07-11 10:49:00+00:00
93,Iowa,89,0,10,6,6,Daylight,Clear,2,0,2015-06-06 10:57:00+00:00
94,Iowa,47,0,10,28,1,Daylight,Clear,1,0,2015-01-28 10:46:00+00:00
95,Iowa,187,0,10,25,12,Daylight,"Fog, Smog, Smoke",1,0,2015-12-25 10:51:00+00:00
96,Iowa,111,0,10,26,1,Daylight,Cloudy,1,0,2015-01-26 10:54:00+00:00
97,Iowa,153,2260,10,16,8,Daylight,Clear,1,1,2015-08-16 10:08:00+00:00
98,Iowa,31,0,11,4,6,Daylight,Clear,1,0,2015-06-04 11:23:00+00:00
99,Iowa,33,0,11,5,12,Daylight,Clear,2,0,2015-12-05 11:00:00+00:00
100,Iowa,103,0,11,10,10,Daylight,Clear,1,0,2015-10-10 11:15:00+00:00
101,Iowa,33,0,11,25,2,Daylight,Snow,1,0,2015-02-25 11:35:00+00:00
102,Iowa,95,0,11,15,12,Daylight,Cloudy,1,0,2015-12-15 11:21:00+00:00
103,Iowa,113,0,11,29,12,Daylight,Cloudy,1,0,2015-12-29 11:41:00+00:00
104,Iowa,15,0,11,10,6,Daylight,Clear,1,0,2015-06-10 11:28:00+00:00
105,Iowa,5,0,11,2,7,Daylight,Clear,1,0,2015-07-02 11:01:00+00:00
106,Iowa,65,0,11,24,5,Daylight,Rain,1,0,2015-05-24 11:23:00+00:00
107,Iowa,3,0,11,17,8,Daylight,Cloudy,1,0,2015-08-17 11:35:00+00:00
108,Iowa,193,7850,11,29,7,Daylight,Clear,1,0,2015-07-29 11:13:00+00:00
109,Iowa,65,6280,11,7,9,Daylight,Clear,1,0,2015-09-07 11:05:00+00:00
110,Iowa,99,0,12,17,11,Daylight,Cloudy,2,0,2015-11-17 12:26:00+00:00
111,Iowa,29,0,12,26,9,Daylight,Clear,1,0,2015-09-26 12:48:00+00:00
112,Iowa,155,1900,12,4,12,Daylight,Clear,1,0,2015-12-04 12:42:00+00:00
113,Iowa,33,1590,12,19,3,Daylight,Cloudy,1,0,2015-03-19 12:44:00+00:00
114,Iowa,35,0,12,6,12,Daylight,"Fog, Smog, Smoke",1,0,2015-12-06 12:53:00+00:00
115,Iowa,67,0,12,25,3,Daylight,Cloudy,1,0,2015-03-25 12:50:00+00:00
116,Iowa,153,280,12,15,7,Daylight,Clear,1,0,2015-07-15 12:00:00+00:00
117,Iowa,153,0,12,4,6,Daylight,Cloudy,1,0,2015-06-04 12:55:00+00:00
118,Iowa,69,0,12,3,7,Daylight,Clear,1,0,2015-07-03 12:37:00+00:00
119,Iowa,97,0,12,27,9,Daylight,Clear,1,0,2015-09-27 12:49:00+00:00
120,Iowa,19,0,12,2,10,Daylight,Clear,1,0,2015-10-02 12:21:00+00:00
121,Iowa,123,0,12,6,8,Daylight,Clear,3,0,2015-08-06 12:55:00+00:00
122,Iowa,193,7850,12,3,11,Daylight,Clear,2,0,2015-11-03 12:54:00+00:00
123,Iowa,33,5370,12,6,1,Daylight,Cloudy,1,0,2015-01-06 12:45:00+00:00
124,Iowa,153,2260,12,1,6,Daylight,Clear,1,0,2015-06-01 12:37:00+00:00
125,Iowa,153,2260,12,3,10,Daylight,Clear,1,0,2015-10-03 12:57:00+00:00
126,Iowa,155,1900,12,6,9,Daylight,Clear,1,0,2015-09-06 12:32:00+00:00
127,Iowa,161,0,13,13,9,Daylight,Clear,1,0,2015-09-13 13:45:00+00:00
128,Iowa,59,0,13,14,8,Daylight,Clear,1,0,2015-08-14 13:57:00+00:00
129,Iowa,25,0,13,22,1,Daylight,Cloudy,1,0,2015-01-22 13:55:00+00:00
130,Iowa,21,0,13,23,12,Daylight,Snow,2,0,2015-12-23 13:00:00+00:00
131,Iowa,29,0,13,10,9,Daylight,Clear,2,0,2015-09-10 13:00:00+00:00
132,Iowa,13,0,13,14,7,Daylight,Clear,1,0,2015-07-14 13:45:00+00:00
133,Iowa,187,3020,13,25,11,Daylight,Cloudy,1,0,2015-11-25 13:36:00+00:00
134,Iowa,5,0,13,16,8,Daylight,Clear,1,0,2015-08-16 13:33:00+00:00
135,Iowa,79,0,13,15,10,Daylight,Clear,1,0,2015-10-15 13:00:00+00:00
136,Iowa,83,0,13,24,7,Daylight,Clear,1,1,2015-07-24 13:12:00+00:00
137,Iowa,13,0,13,25,9,Daylight,Clear,1,0,2015-09-25 13:30:00+00:00
138,Iowa,123,0,13,31,12,Daylight,Clear,1,0,2015-12-31 13:38:00+00:00
139,Iowa,59,0,13,4,8,Daylight,Cloudy,1,0,2015-08-04 13:53:00+00:00
140,Iowa,61,0,13,5,4,Daylight,Clear,1,1,2015-04-05 13:33:00+00:00
141,Iowa,133,0,14,29,6,Daylight,"Fog, Smog, Smoke",2,1,2015-06-29 14:07:00+00:00
142,Iowa,87,0,14,20,6,Daylight,Clear,1,0,2015-06-20 14:11:00+00:00
143,Iowa,171,0,14,4,2,Daylight,Clear,2,0,2015-02-04 14:00:00+00:00
144,Iowa,57,0,14,7,6,Daylight,Cloudy,1,0,2015-06-07 14:04:00+00:00
145,Iowa,149,0,14,22,9,Daylight,Clear,1,0,2015-09-22 14:23:00+00:00
146,Iowa,99,0,14,16,3,Daylight,Clear,1,0,2015-03-16 14:25:00+00:00
147,Iowa,73,0,14,29,4,Daylight,Clear,1,0,2015-04-29 14:44:00+00:00
148,Iowa,97,0,14,26,11,Daylight,Rain,1,0,2015-11-26 14:44:00+00:00
149,Iowa,165,0,14,25,2,Daylight,Snow,1,0,2015-02-25 14:20:00+00:00
150,Iowa,141,0,14,27,8,Daylight,Cloudy,1,0,2015-08-27 14:15:00+00:00
151,Iowa,101,2860,14,29,11,Daylight,Cloudy,1,0,2015-11-29 14:04:00+00:00
152,Iowa,167,0,14,31,8,Daylight,Clear,1,0,2015-08-31 14:11:00+00:00
153,Iowa,193,7850,14,11,2,Daylight,Clear,1,0,2015-02-11 14:25:00+00:00
154,Iowa,163,2080,14,6,8,Daylight,Cloudy,1,0,2015-08-06 14:09:00+00:00
155,Iowa,87,0,15,5,1,Daylight,Snow,1,1,2015-01-05 15:58:00+00:00
156,Iowa,95,0,15,9,2,Daylight,Clear,1,0,2015-02-09 15:37:00+00:00
157,Iowa,129,0,15,30,8,Daylight,Cloudy,1,0,2015-08-30 15:24:00+00:00
158,Iowa,149,0,15,16,8,Daylight,Cloudy,1,0,2015-08-16 15:45:00+00:00
159,Iowa,171,0,15,16,1,Daylight,Clear,2,0,2015-01-16 15:58:00+00:00
160,Iowa,59,0,15,18,7,Daylight,Clear,1,0,2015-07-18 15:04:00+00:00
161,Iowa,13,1330,15,20,4,Daylight,Cloudy,1,0,2015-04-20 15:26:00+00:00
162,Iowa,179,0,15,19,7,Daylight,Clear,1,1,2015-07-19 15:55:00+00:00
163,Iowa,155,0,15,13,11,Daylight,Clear,1,0,2015-11-13 15:54:00+00:00
164,Iowa,167,0,15,24,9,Daylight,Cloudy,1,0,2015-09-24 15:34:00+00:00
165,Iowa,99,0,15,30,7,Daylight,Clear,1,0,2015-07-30 15:51:00+00:00
166,Iowa,127,5320,15,31,5,Daylight,Clear,1,0,2015-05-31 15:25:00+00:00
167,Iowa,33,0,15,23,2,Daylight,Clear,1,0,2015-02-23 15:03:00+00:00
168,Iowa,95,0,15,2,8,Daylight,Clear,1,0,2015-08-02 15:58:00+00:00
169,Iowa,193,7850,15,8,8,Daylight,Cloudy,1,0,2015-08-08 15:27:00+00:00
170,Iowa,163,2080,16,25,10,Daylight,Clear,2,0,2015-10-25 16:21:00+00:00
171,Iowa,11,0,16,14,8,Daylight,Clear,4,0,2015-08-14 16:43:00+00:00
172,Iowa,141,0,16,28,7,Daylight,Clear,2,0,2015-07-28 16:56:00+00:00
173,Iowa,111,0,16,7,7,Daylight,Clear,1,0,2015-07-07 16:21:00+00:00
174,Iowa,81,0,16,21,5,Daylight,Clear,1,0,2015-05-21 16:48:00+00:00
175,Iowa,145,0,16,5,10,Daylight,Clear,1,0,2015-10-05 16:55:00+00:00
176,Iowa,15,0,16,10,12,Dark – Not Lighted,Clear,1,0,2015-12-10 16:18:00+00:00
177,Iowa,11,0,16,9,4,Daylight,Cloudy,5,0,2015-04-09 16:11:00+00:00
178,Iowa,157,0,16,22,12,Daylight,Cloudy,1,0,2015-12-22 16:08:00+00:00
179,Iowa,121,0,16,12,5,Daylight,Clear,1,1,2015-05-12 16:42:00+00:00
180,Iowa,193,0,16,4,5,Daylight,Rain,1,0,2015-05-04 16:18:00+00:00
181,Iowa,153,0,16,3,7,Daylight,Clear,1,0,2015-07-03 16:41:00+00:00
182,Iowa,143,0,16,27,8,Daylight,Cloudy,1,0,2015-08-27 16:21:00+00:00
183,Iowa,185,0,16,12,2,Daylight,Cloudy,1,0,2015-02-12 16:40:00+00:00
184,Iowa,127,0,16,23,2,Daylight,Clear,1,0,2015-02-23 16:47:00+00:00
185,Iowa,13,8790,16,4,8,Daylight,Clear,1,0,2015-08-04 16:52:00+00:00
186,Iowa,45,1630,16,1,4,Daylight,Clear,1,1,2015-04-01 16:18:00+00:00
187,Iowa,179,6490,16,10,3,Daylight,Clear,1,0,2015-03-10 16:04:00+00:00
188,Iowa,127,5320,16,29,9,Daylight,Clear,1,0,2015-09-29 16:00:00+00:00
189,Iowa,125,4380,16,2,6,Daylight,Clear,1,0,2015-06-02 16:46:00+00:00
190,Iowa,153,2260,17,15,12,Dark – Lighted,Cloudy,1,0,2015-12-15 17:23:00+00:00
191,Iowa,111,4250,17,17,8,Daylight,"Fog, Smog, Smoke",2,0,2015-08-17 17:57:00+00:00
192,Iowa,43,0,17,29,10,Daylight,Cloudy,1,0,2015-10-29 17:23:00+00:00
193,Iowa,181,0,17,31,3,Daylight,Clear,1,0,2015-03-31 17:55:00+00:00
194,Iowa,181,6210,17,21,2,Dusk,Clear,2,1,2015-02-21 17:16:00+00:00
195,Iowa,187,0,17,10,9,Daylight,Cloudy,1,0,2015-09-10 17:56:00+00:00
196,Iowa,97,0,17,24,4,Daylight,Rain,2,0,2015-04-24 17:55:00+00:00
197,Iowa,45,0,17,21,3,Daylight,Clear,1,1,2015-03-21 17:54:00+00:00
198,Iowa,163,0,17,22,12,Dark – Not Lighted,Cloudy,1,1,2015-12-22 17:36:00+00:00
199,Iowa,195,0,17,21,1,Dark – Not Lighted,Cloudy,1,0,2015-01-21 17:21:00+00:00
200,Iowa,11,0,17,12,3,Daylight,Clear,1,1,2015-03-12 17:59:00+00:00
201,Iowa,191,2130,17,3,5,Daylight,Clear,1,0,2015-05-03 17:38:00+00:00
202,Iowa,163,0,17,27,8,Daylight,Clear,1,0,2015-08-27 17:16:00+00:00
203,Iowa,155,1900,17,11,12,Dark – Not Lighted,Clear,1,0,2015-12-11 17:20:00+00:00
204,Iowa,153,2260,17,13,4,Dusk,Clear,1,0,2015-04-13 17:48:00+00:00
205,Iowa,45,1630,17,27,4,Daylight,Clear,1,0,2015-04-27 17:00:00+00:00
206,Iowa,103,4050,17,29,9,Daylight,Clear,1,0,2015-09-29 17:10:00+00:00
207,Iowa,163,2080,18,2,6,Daylight,Clear,1,1,2015-06-02 18:52:00+00:00
208,Iowa,153,2260,18,15,11,Dark – Lighted,Clear,2,1,2015-11-15 18:11:00+00:00
209,Iowa,73,0,18,26,12,Dark – Not Lighted,Clear,1,0,2015-12-26 18:47:00+00:00
210,Iowa,55,0,18,14,9,Daylight,Cloudy,1,0,2015-09-14 18:10:00+00:00
211,Iowa,181,0,18,18,1,Dark – Not Lighted,Clear,1,1,2015-01-18 18:41:00+00:00
212,Iowa,15,0,18,23,9,Daylight,Cloudy,1,1,2015-09-23 18:49:00+00:00
213,Iowa,37,0,18,21,5,Daylight,Clear,1,0,2015-05-21 18:27:00+00:00
214,Iowa,123,0,18,17,5,Daylight,Clear,2,0,2015-05-17 18:34:00+00:00
215,Iowa,153,2260,18,19,7,Daylight,Clear,1,1,2015-07-19 18:42:00+00:00
216,Iowa,9,0,19,16,4,Daylight,Clear,1,0,2015-04-16 19:05:00+00:00
217,Iowa,197,0,19,26,4,Daylight,Clear,1,1,2015-04-26 19:00:00+00:00
218,Iowa,57,0,19,22,10,Dark – Not Lighted,Clear,1,1,2015-10-22 19:48:00+00:00
219,Iowa,169,0,19,30,10,Dark – Not Lighted,Clear,1,0,2015-10-30 19:33:00+00:00
220,Iowa,31,0,19,21,7,Daylight,Clear,1,1,2015-07-21 19:45:00+00:00
221,Iowa,77,0,19,22,4,Daylight,Clear,1,0,2015-04-22 19:11:00+00:00
222,Iowa,85,0,19,6,8,Daylight,Clear,1,0,2015-08-06 19:30:00+00:00
223,Iowa,155,0,19,20,6,Daylight,Clear,1,1,2015-06-20 19:31:00+00:00
224,Iowa,113,1340,19,29,4,Daylight,Clear,1,1,2015-04-29 19:02:00+00:00
225,Iowa,123,0,19,7,4,Daylight,Clear,1,1,2015-04-07 19:00:00+00:00
226,Iowa,163,790,19,26,11,Dark – Not Lighted,Rain,1,1,2015-11-26 19:56:00+00:00
227,Iowa,57,0,20,21,8,Dark – Not Lighted,Clear,1,0,2015-08-21 20:46:00+00:00
228,Iowa,153,2260,20,3,1,Dark – Lighted,Clear,1,1,2015-01-03 20:00:00+00:00
229,Iowa,105,0,20,19,8,Dark – Not Lighted,Cloudy,1,0,2015-08-19 20:58:00+00:00
230,Iowa,125,6650,20,3,6,Dusk,Clear,1,0,2015-06-03 20:07:00+00:00
231,Iowa,127,5320,20,30,8,Dark – Lighted,Clear,1,0,2015-08-30 20:20:00+00:00
232,Iowa,111,0,20,29,11,Dark – Not Lighted,Rain,1,0,2015-11-29 20:58:00+00:00
233,Iowa,111,0,20,29,11,Dark – Not Lighted,Rain,1,1,2015-11-29 20:58:00+00:00
234,Iowa,109,0,20,11,9,Daylight,Clear,1,1,2015-09-11 20:20:00+00:00
235,Iowa,149,0,20,5,4,Dusk,Clear,2,1,2015-04-05 20:01:00+00:00
236,Iowa,167,0,20,20,4,Dark – Not Lighted,Cloudy,1,0,2015-04-20 20:42:00+00:00
237,Iowa,187,0,20,26,7,Dusk,Clear,2,0,2015-07-26 20:33:00+00:00
238,Iowa,19,0,20,3,6,Dusk,Cloudy,1,0,2015-06-03 20:36:00+00:00
239,Iowa,5,0,20,17,4,Dark – Not Lighted,Clear,1,1,2015-04-17 20:18:00+00:00
240,Iowa,165,0,20,4,8,Dusk,Clear,2,0,2015-08-04 20:33:00+00:00
241,Iowa,181,0,20,25,5,Dusk,Clear,1,1,2015-05-25 20:10:00+00:00
242,Iowa,7,0,20,26,3,Dark – Lighted,Cloudy,1,1,2015-03-26 20:07:00+00:00
243,Iowa,163,2080,20,11,8,Dusk,Clear,2,1,2015-08-11 20:15:00+00:00
244,Iowa,153,2260,20,31,3,Dark – Lighted,Clear,1,1,2015-03-31 20:52:00+00:00
245,Iowa,193,0,21,16,1,Dark – Not Lighted,Clear,1,0,2015-01-16 21:39:00+00:00
246,Iowa,55,5180,21,6,9,Dark – Lighted,Cloudy,1,0,2015-09-06 21:56:00+00:00
247,Iowa,105,0,21,6,9,Dark – Not Lighted,Clear,3,0,2015-09-06 21:59:00+00:00
248,Iowa,33,0,21,16,5,Dark – Lighted,Clear,1,1,2015-05-16 21:40:00+00:00
249,Iowa,83,0,21,23,7,Dark – Not Lighted,Clear,1,1,2015-07-23 21:08:00+00:00
250,Iowa,47,0,21,7,8,Dusk,Clear,1,0,2015-08-07 21:23:00+00:00
251,Iowa,163,2080,21,10,3,Dark – Not Lighted,Clear,1,0,2015-03-10 21:41:00+00:00
252,Iowa,15,930,21,7,10,Dark – Not Lighted,Clear,1,0,2015-10-07 21:48:00+00:00
253,Iowa,79,8880,21,2,2,Dark – Not Lighted,Cloudy,1,0,2015-02-02 21:02:00+00:00
254,Iowa,13,1330,22,12,7,Dark – Not Lighted,Clear,1,0,2015-07-12 22:13:00+00:00
255,Iowa,155,1900,22,6,5,Dark – Lighted,Cloudy,1,1,2015-05-06 22:00:00+00:00
256,Iowa,83,0,22,13,9,Dark – Not Lighted,Unknown,1,0,2015-09-13 22:30:00+00:00
257,Iowa,163,2080,22,20,10,Dark – Not Lighted,Cloudy,1,0,2015-10-20 22:48:00+00:00
258,Iowa,79,0,22,1,5,Dark – Not Lighted,Clear,1,0,2015-05-01 22:04:00+00:00
259,Iowa,129,0,22,28,8,Dark – Not Lighted,Cloudy,1,0,2015-08-28 22:32:00+00:00
260,Iowa,155,1900,22,13,2,Dark – Lighted,Clear,1,0,2015-02-13 22:16:00+00:00
261,Iowa,163,0,22,12,11,Dark – Not Lighted,Clear,1,1,2015-11-12 22:10:00+00:00
262,Iowa,23,0,22,19,12,Dark – Not Lighted,Cloudy,1,0,2015-12-19 22:43:00+00:00
263,Iowa,41,0,22,6,6,Dark – Not Lighted,Rain,1,0,2015-06-06 22:43:00+00:00
264,Iowa,155,0,22,25,7,Unknown,Unknown,1,0,2015-07-25 22:45:00+00:00
265,Iowa,181,0,22,19,4,Dark – Not Lighted,Rain,1,1,2015-04-19 22:00:00+00:00
266,Iowa,19,4010,22,3,10,Dark – Unknown Lighting,Clear,1,1,2015-10-03 22:48:00+00:00
267,Iowa,163,2080,22,16,8,Dark – Lighted,Clear,1,1,2015-08-16 22:02:00+00:00
268,Iowa,153,8980,23,26,10,Dark – Lighted,Clear,1,0,2015-10-26 23:12:00+00:00
269,Iowa,193,0,23,13,11,Dark – Not Lighted,Clear,1,1,2015-11-13 23:32:00+00:00
270,Iowa,79,0,23,16,11,Dark – Not Lighted,Cloudy,2,0,2015-11-16 23:58:00+00:00
271,Iowa,11,0,23,20,7,Dark – Not Lighted,Clear,1,0,2015-07-20 23:20:00+00:00
272,Iowa,59,0,23,23,6,Dark – Lighted,Cloudy,1,0,2015-06-23 23:59:00+00:00
273,Iowa,135,0,23,28,5,Dark – Lighted,Clear,1,1,2015-05-28 23:17:00+00:00
274,Iowa,85,0,23,4,7,Dark – Lighted,Clear,1,1,2015-07-04 23:10:00+00:00
275,Iowa,35,0,23,12,6,Dark – Not Lighted,Clear,1,1,2015-06-12 23:02:00+00:00
276,Iowa,107,0,23,7,3,Dark – Not Lighted,Cloudy,1,0,2015-03-07 23:53:00+00:00
277,Iowa,77,0,23,27,6,Dark – Not Lighted,Clear,1,1,2015-06-27 23:45:00+00:00
