,state_name,county,city,hour_of_crash,day_of_crash,month_of_crash,light_condition_name,atmospheric_conditions_1_name,number_of_fatalities,number_of_drunk_drivers,timestamp_of_crash,national_highway_system,latitude,longitude
0,Colorado,63,0,7,4,2,Daylight,Snow,1,0,2015-02-04 07:35:00+00:00,1,39.29463056,-102.53277778
1,Virginia,740,1970,2,8,2,Dark – Lighted,Clear,1,0,2015-02-08 02:40:00+00:00,1,36.81472222,-76.34784167
2,Virginia,710,1760,6,15,4,Daylight,Clear,1,0,2015-04-15 06:45:00+00:00,1,36.83286667,-76.19591111
3,Virginia,710,1760,5,2,4,Dark – Lighted,Clear,1,1,2015-04-02 05:51:00+00:00,1,36.91277778,-76.26305556
4,Wyoming,21,0,8,4,1,Daylight,Blowing Snow,1,0,2015-01-04 08:32:00+00:00,1,41.4718,-104.8931
5,Nevada,3,0,21,22,2,Dark – Lighted,Rain,1,0,2015-02-22 21:09:00+00:00,1,36.06600556,-115.18363611
6,Virginia,650,1180,8,19,10,Daylight,Clear,1,0,2015-10-19 08:50:00+00:00,1,37.06599167,-76.42815833
7,Virginia,117,0,22,27,9,Dark – Not Lighted,Clear,1,0,2015-09-27 22:35:00+00:00,1,36.56222222,-78.17944444
8,Virginia,183,0,8,12,10,Daylight,Clear,1,0,2015-10-12 08:40:00+00:00,1,36.95916667,-77.39277778
9,Virginia,149,0,6,6,12,Dark – Not Lighted,Clear,1,0,2015-12-06 06:00:00+00:00,1,37.24395833,-77.29846111
10,Virginia,41,0,12,9,2,Daylight,Clear,1,0,2015-02-09 12:40:00+00:00,1,37.28975556,-77.38946389
11,Virginia,740,1970,14,7,9,Daylight,Clear,2,0,2015-09-07 14:53:00+00:00,1,36.79897778,-76.37997778
12,Iowa,99,0,12,17,11,Daylight,Cloudy,2,0,2015-11-17 12:26:00+00:00,1,41.68193333,-92.98368056
13,Florida,11,2916,9,4,3,Daylight,Clear,2,0,2015-03-04 09:40:00+00:00,1,26.12294167,-80.35647778
14,Texas,89,0,7,27,1,Daylight,Clear,1,0,2015-01-27 07:54:00+00:00,1,29.69316389,-96.572725
15,Michigan,75,4448,11,21,2,Daylight,Clear,1,0,2015-02-21 11:18:00+00:00,1,42.26905833,-84.5804
16,Montana,61,0,13,29,12,Daylight,Snow,1,0,2015-12-29 13:00:00+00:00,1,47.07643611,-114.76628056
17,Texas,109,0,8,27,12,Daylight,Snow,1,0,2015-12-27 08:06:00+00:00,1,31.044475,-104.76328889
18,Montana,111,0,13,14,12,Daylight,Snow,1,0,2015-12-14 13:25:00+00:00,1,46.0271,-107.81294167
19,Montana,77,0,11,24,11,Daylight,Snow,1,0,2015-11-24 11:00:00+00:00,1,46.60579167,-113.00132778
20,Colorado,87,0,1,26,11,Dark – Not Lighted,Snow,1,0,2015-11-26 01:17:00+00:00,1,40.24423611,-103.95652778
21,Colorado,73,0,19,12,12,Dark – Not Lighted,Snow,1,0,2015-12-12 19:41:00+00:00,1,39.28219444,-103.30852778
22,New Mexico,31,0,7,23,2,Daylight,Snow,1,0,2015-02-23 07:30:00+00:00,1,35.49306667,-108.49221111
23,Utah,21,405,17,27,11,Dark – Not Lighted,Snow,1,0,2015-11-27 17:38:00+00:00,1,37.76452222,-113.01214444
24,Arkansas,143,0,5,11,1,Dark – Not Lighted,Freezing Rain or Drizzle,1,0,2015-01-11 05:20:00+00:00,1,35.84558333,-94.18388611
25,North Dakota,93,0,6,14,12,Dawn,Freezing Rain or Drizzle,1,0,2015-12-14 06:55:00+00:00,1,46.89258889,-98.45746944
26,Texas,157,5970,23,11,12,Dark – Not Lighted,Clear,1,0,2015-12-11 23:21:00+00:00,1,29.52931944,-95.86610833
27,California,95,4010,17,21,5,Daylight,Clear,1,0,2015-05-21 17:37:00+00:00,1,38.36301944,-121.96731944
28,Illinois,189,0,12,19,9,Daylight,Clear,1,0,2015-09-19 12:58:00+00:00,1,38.45056389,-89.55033333
29,Oklahoma,135,0,7,7,3,Daylight,Clear,1,0,2015-03-07 07:00:00+00:00,1,35.4482,-94.7806
30,Colorado,31,600,7,30,4,Daylight,Clear,1,0,2015-04-30 07:03:00+00:00,1,39.77837222,-104.91763889
31,California,37,1980,17,19,8,Daylight,Clear,1,0,2015-08-19 17:50:00+00:00,1,34.08148889,-117.73066111
32,Alabama,73,1716,17,1,7,Daylight,Clear,1,0,2015-07-01 17:25:00+00:00,1,33.38652778,-86.78304444
33,Alabama,17,3111,20,23,5,Daylight,Clear,1,0,2015-05-23 20:00:00+00:00,1,32.80710833,-85.22606389
34,Texas,201,3280,23,24,2,Dark – Lighted,Rain,1,1,2015-02-24 23:40:00+00:00,1,29.83664722,-95.33383056
35,Washington,33,2310,8,18,1,Daylight,Rain,1,0,2015-01-18 08:10:00+00:00,1,47.45598889,-122.26352222
36,Texas,141,2190,16,3,10,Daylight,Rain,1,0,2015-10-03 16:25:00+00:00,1,31.75160833,-106.34350556
37,Georgia,97,0,10,30,8,Daylight,Rain,1,0,2015-08-30 10:53:00+00:00,1,33.76799444,-84.65463889
38,Ohio,35,1680,3,19,9,Dark – Lighted,Rain,1,1,2015-09-19 03:05:00+00:00,1,41.43926944,-81.8027
39,Florida,11,1050,15,7,3,Daylight,Rain,1,0,2015-03-07 15:24:00+00:00,1,26.08088333,-80.16676667
40,Tennessee,75,0,13,20,2,Not Reported,"Sleet, Hail",1,0,2015-02-20 13:44:00+00:00,1,35.58903056,-89.08061111
41,Texas,109,0,7,10,1,Dawn,"Sleet, Hail",1,0,2015-01-10 07:30:00+00:00,1,31.06613056,-104.21583889
42,Virginia,87,0,5,14,1,Dawn,"Sleet, Hail",1,0,2015-01-14 05:30:00+00:00,1,37.65944444,-77.44694444
43,Utah,53,2050,14,3,3,Daylight,"Sleet, Hail",1,0,2015-03-03 14:15:00+00:00,1,37.16820833,-113.44891389
44,Alabama,93,0,19,2,11,Dark – Not Lighted,Rain,1,0,2015-11-02 19:35:00+00:00,1,34.199975,-88.1476
45,Virginia,53,0,15,31,8,Daylight,Rain,1,0,2015-08-31 15:15:00+00:00,1,36.96681667,-77.71414444
46,Washington,77,0,4,22,1,Dark – Not Lighted,Rain,1,0,2015-01-22 04:20:00+00:00,1,46.51380833,-120.45356111
47,Florida,127,780,11,5,12,Daylight,Rain,1,0,2015-12-05 11:38:00+00:00,1,29.21279722,-81.10077222
48,Florida,39,2060,20,22,7,Daylight,Rain,1,1,2015-07-22 20:00:00+00:00,1,30.50326111,-84.45821944
49,California,71,0,20,30,1,Dark – Not Lighted,Rain,1,1,2015-01-30 20:45:00+00:00,1,35.39327778,-115.83077778
50,Colorado,75,0,13,9,5,Daylight,Rain,1,0,2015-05-09 13:55:00+00:00,1,40.47194444,-103.28728333
51,Utah,15,0,17,29,10,Daylight,Rain,2,1,2015-10-29 17:20:00+00:00,1,38.81835,-111.15858611
52,Tennessee,55,0,19,20,5,Daylight,Rain,1,0,2015-05-20 19:17:00+00:00,1,35.10931111,-86.884
53,Alabama,53,0,4,25,4,Dark – Not Lighted,Rain,1,1,2015-04-25 04:20:00+00:00,1,31.19613611,-87.32029167
54,Texas,297,0,3,7,11,Dark – Not Lighted,Rain,1,0,2015-11-07 03:35:00+00:00,1,28.37926944,-98.05463333
55,Idaho,39,1150,21,11,7,Daylight,Rain,1,0,2015-07-11 21:05:00+00:00,1,43.05100556,-115.58132222
56,Texas,105,0,9,10,1,Daylight,Rain,1,0,2015-01-10 09:27:00+00:00,1,30.70103889,-101.225
57,Arizona,25,0,14,30,1,Daylight,Rain,2,0,2015-01-30 14:56:00+00:00,1,34.67079167,-111.77820833
58,West Virginia,25,0,9,6,7,Daylight,Rain,1,0,2015-07-06 09:26:00+00:00,1,37.85795833,-80.514725
59,North Carolina,155,0,7,12,1,Daylight,Rain,1,0,2015-01-12 07:46:00+00:00,1,34.60187222,-79.10276667
60,Texas,133,0,21,1,3,Dark – Not Lighted,Rain,1,0,2015-03-01 21:50:00+00:00,1,32.37508056,-99.0151
61,Texas,227,0,11,16,11,Daylight,Severe Crosswinds,1,0,2015-11-16 11:40:00+00:00,1,32.32495,-101.20073611
62,Illinois,107,0,9,24,10,Daylight,Severe Crosswinds,1,0,2015-10-24 09:29:00+00:00,1,40.20431944,-89.29664167
63,Louisiana,105,0,99,12,10,Unknown,Unknown,1,1,2015-10-12 00:00:00+00:00,1,30.3987,-90.43101111
64,Utah,27,0,3,13,6,Unknown,Unknown,1,0,2015-06-13 03:00:00+00:00,1,38.60614167,-112.50830556
65,New Mexico,23,0,12,16,5,Daylight,Other,1,0,2015-05-16 12:40:00+00:00,1,32.256225,-108.51276389
66,South Dakota,81,0,9,31,12,Daylight,Blowing Snow,1,0,2015-12-31 09:18:00+00:00,1,44.42842222,-103.57282778
67,Pennsylvania,35,0,0,15,9,Dark – Not Lighted,"Fog, Smog, Smoke",1,0,2015-09-15 00:00:00+00:00,1,41.06339444,-77.39639167
68,Washington,1,0,6,4,12,Dark – Not Lighted,"Fog, Smog, Smoke",1,0,2015-12-04 06:11:00+00:00,1,47.20202222,-118.24330833
69,Tennessee,17,0,0,3,11,Dark – Not Lighted,"Fog, Smog, Smoke",1,0,2015-11-03 00:24:00+00:00,1,35.81948889,-88.2587
70,Montana,13,0,15,2,8,Daylight,"Fog, Smog, Smoke",1,0,2015-08-02 15:25:00+00:00,1,47.22851944,-111.7649
71,Oregon,29,0,16,9,11,Dusk,"Fog, Smog, Smoke",1,0,2015-11-09 16:29:00+00:00,1,42.08883611,-122.60321111
72,Wisconsin,127,0,14,21,6,Daylight,Cloudy,1,0,2015-06-21 14:10:00+00:00,1,42.676475,-88.51972778
73,Utah,41,0,9,28,10,Daylight,Cloudy,1,0,2015-10-28 09:35:00+00:00,1,38.88257222,-111.58693333
74,Arizona,5,0,11,10,8,Daylight,Cloudy,1,0,2015-08-10 11:32:00+00:00,1,35.25581667,-111.92266111
75,Nevada,19,0,5,17,1,Dark – Lighted,Cloudy,1,0,2015-01-17 05:12:00+00:00,1,39.61982222,-119.20596389
76,Oklahoma,125,2950,12,27,6,Daylight,Cloudy,1,0,2015-06-27 12:57:00+00:00,1,35.3832,-97.0903
77,Wisconsin,33,0,13,21,6,Daylight,Cloudy,1,0,2015-06-21 13:45:00+00:00,1,44.91809722,-92.04490833
78,Washington,5,0,19,8,12,Dark – Not Lighted,Cloudy,3,0,2015-12-08 19:07:00+00:00,1,46.19943056,-119.32198889
79,Missouri,183,0,20,18,7,Dark – Lighted,Cloudy,1,1,2015-07-18 20:44:00+00:00,1,38.80511111,-90.80261111
80,Florida,31,1510,21,5,7,Dark – Lighted,Cloudy,1,1,2015-07-05 21:38:00+00:00,1,30.14999167,-81.54614167
81,Florida,97,0,21,10,11,Dark – Lighted,Cloudy,1,0,2015-11-10 21:47:00+00:00,1,28.30083333,-81.57561667
82,New Hampshire,15,551,3,25,10,Dark – Not Lighted,Cloudy,2,1,2015-10-25 03:30:00+00:00,1,42.78660833,-71.26544167
83,California,73,3260,4,26,4,Dark – Lighted,Cloudy,1,0,2015-04-26 04:25:00+00:00,1,33.27123056,-117.44096667
84,Alabama,127,0,23,27,3,Dark – Not Lighted,Cloudy,1,0,2015-03-27 23:28:00+00:00,1,33.900625,-87.46942778
85,Washington,33,1030,23,11,12,Dark – Not Lighted,Cloudy,1,1,2015-12-11 23:00:00+00:00,1,47.39580278,-122.29168056
86,Arizona,21,0,3,30,10,Dark – Not Lighted,Cloudy,1,0,2015-10-30 03:39:00+00:00,1,32.82805,-111.92279722
87,Louisiana,73,2410,22,31,1,Dark – Not Lighted,Cloudy,1,1,2015-01-31 22:15:00+00:00,1,32.51078056,-92.19543056
88,Tennessee,125,410,17,31,12,Dark – Not Lighted,Cloudy,1,0,2015-12-31 17:01:00+00:00,1,36.54248056,-87.23696111
89,Georgia,47,0,21,25,10,Dark – Not Lighted,Cloudy,1,0,2015-10-25 21:27:00+00:00,1,34.95079444,-85.17610556
90,Utah,27,0,2,2,8,Dark – Not Lighted,Cloudy,1,0,2015-08-02 02:20:00+00:00,1,38.66950556,-112.58813333
91,Texas,479,0,8,6,5,Daylight,Cloudy,1,0,2015-05-06 08:35:00+00:00,1,28.01081944,-99.36378889
92,Arizona,5,0,13,22,5,Daylight,Cloudy,1,0,2015-05-22 13:00:00+00:00,1,35.17775278,-111.34679444
93,Arizona,12,0,19,11,8,Dusk,Cloudy,1,0,2015-08-11 19:31:00+00:00,1,33.63561667,-113.79721111
94,Florida,91,0,21,12,5,Dark – Not Lighted,Cloudy,1,1,2015-05-12 21:24:00+00:00,1,30.70791111,-86.72106111
95,North Carolina,119,870,19,5,11,Dark – Not Lighted,Cloudy,1,0,2015-11-05 19:26:00+00:00,1,35.26516389,-80.96696667
96,Florida,127,0,0,27,3,Dark – Not Lighted,Cloudy,1,0,2015-03-27 00:45:00+00:00,1,29.04076944,-81.00538056
97,Louisiana,103,1840,23,8,4,Dark – Not Lighted,Cloudy,1,0,2015-04-08 23:21:00+00:00,1,30.36188056,-89.74216111
98,California,1,2480,0,30,5,Dark – Not Lighted,Cloudy,1,1,2015-05-30 00:48:00+00:00,1,37.79512222,-122.20773333
99,Texas,453,330,21,10,10,Dark – Lighted,Cloudy,1,0,2015-10-10 21:46:00+00:00,1,30.23461111,-97.74045278
100,Idaho,27,210,22,9,7,Dark – Lighted,Cloudy,1,1,2015-07-09 22:49:00+00:00,1,43.67684167,-116.68684444
101,Nevada,3,0,22,23,10,Dark – Lighted,Cloudy,1,1,2015-10-23 22:59:00+00:00,1,36.06145278,-115.178875
102,Nevada,3,120,5,28,12,Dark – Lighted,Cloudy,1,1,2015-12-28 05:00:00+00:00,1,36.06044444,-115.17996667
103,Wisconsin,35,0,19,3,7,Daylight,Cloudy,1,0,2015-07-03 19:17:00+00:00,1,44.71448889,-91.34775833
104,Arizona,5,0,6,29,3,Daylight,Cloudy,1,0,2015-03-29 06:50:00+00:00,1,34.87436944,-111.63476111
105,Oklahoma,135,0,14,15,4,Daylight,Cloudy,1,0,2015-04-15 14:05:00+00:00,1,35.4228,-94.7046
106,Oregon,19,0,15,13,2,Daylight,Cloudy,1,0,2015-02-13 15:50:00+00:00,1,42.74885556,-123.365275
107,Florida,119,0,14,27,2,Daylight,Cloudy,2,0,2015-02-27 14:20:00+00:00,1,28.6544,-82.15238056
108,Nebraska,81,0,17,21,10,Daylight,Cloudy,1,0,2015-10-21 17:36:00+00:00,1,40.82245278,-97.95776944
109,Arizona,1,0,15,22,12,Daylight,Cloudy,1,0,2015-12-22 15:20:00+00:00,1,35.292325,-109.1491
110,Oklahoma,9,0,18,4,7,Daylight,Cloudy,1,0,2015-07-04 18:50:00+00:00,1,35.32158889,-99.60853056
111,Idaho,31,0,16,8,8,Daylight,Cloudy,2,0,2015-08-08 16:27:00+00:00,1,42.23884722,-113.08746944
112,Alabama,35,0,16,16,8,Daylight,Cloudy,1,0,2015-08-16 16:20:00+00:00,1,99.9999,999.9999
113,Arizona,5,0,17,16,11,Dusk,Cloudy,1,1,2015-11-16 17:18:00+00:00,1,35.20176389,-111.44723611
114,Florida,115,0,7,5,5,Daylight,Cloudy,1,0,2015-05-05 07:12:00+00:00,1,27.11273056,-82.32128889
115,Iowa,133,0,7,30,7,Daylight,Cloudy,1,0,2015-07-30 07:54:00+00:00,1,42.00627222,-96.11664444
116,Minnesota,147,0,5,22,12,Dark – Not Lighted,Cloudy,1,0,2015-12-22 05:39:00+00:00,1,43.85953056,-93.27963611
117,Wisconsin,81,0,12,9,10,Daylight,Cloudy,1,0,2015-10-09 12:45:00+00:00,1,44.01417778,-90.491025
118,Missouri,139,0,6,31,7,Daylight,Cloudy,1,0,2015-07-31 06:20:00+00:00,1,38.89716667,-91.59958333
119,Texas,359,0,1,22,5,Dark – Not Lighted,Cloudy,1,0,2015-05-22 01:34:00+00:00,1,35.20878889,-102.92426944
120,Florida,15,0,1,14,1,Dark – Lighted,Cloudy,1,1,2015-01-14 01:02:00+00:00,1,26.8703,-81.97538056
121,North Carolina,81,0,4,4,7,Dark – Not Lighted,Cloudy,1,0,2015-07-04 04:21:00+00:00,1,36.06905556,-79.79500556
122,Florida,15,0,23,31,10,Dark – Lighted,Cloudy,1,0,2015-10-31 23:44:00+00:00,1,26.89121111,-81.99788056
123,Oklahoma,85,0,17,20,12,Dusk,Cloudy,1,0,2015-12-20 17:26:00+00:00,1,33.889,-97.1342
124,Texas,189,0,13,22,2,Daylight,Cloudy,1,0,2015-02-22 13:49:00+00:00,1,33.87156667,-101.85362778
125,South Carolina,91,0,9,26,12,Daylight,Cloudy,1,1,2015-12-26 09:55:00+00:00,1,34.84745,-81.01761944
126,Idaho,11,130,3,29,8,Dark – Not Lighted,Cloudy,1,1,2015-08-29 03:00:00+00:00,1,43.21488889,-112.3497
127,Arizona,17,240,21,27,6,Dark – Not Lighted,Cloudy,3,0,2015-06-27 21:49:00+00:00,1,34.92505278,-110.13603056
128,Washington,5,0,19,5,11,Dark – Not Lighted,Cloudy,1,1,2015-11-05 19:59:00+00:00,1,46.24761111,-119.32521667
129,California,29,0,4,8,5,Dark – Not Lighted,Cloudy,1,0,2015-05-08 04:22:00+00:00,1,35.2261,-119.18087778
130,Indiana,123,4820,20,29,9,Dark – Not Lighted,Cloudy,1,1,2015-09-29 20:35:00+00:00,1,38.22207778,-86.71328889
131,Texas,229,0,2,3,7,Dark – Not Lighted,Cloudy,1,0,2015-07-03 02:25:00+00:00,1,31.07141667,-105.00636389
132,Texas,423,0,5,6,7,Dark – Not Lighted,Cloudy,1,0,2015-07-06 05:30:00+00:00,1,32.45275,-95.25651944
133,North Dakota,93,0,23,6,5,Dark – Not Lighted,Cloudy,1,0,2015-05-06 23:30:00+00:00,1,46.89248889,-98.80031111
134,Missouri,225,0,11,27,9,Daylight,Cloudy,1,0,2015-09-27 11:00:00+00:00,1,37.27877778,-93.04419444
135,California,77,0,16,15,10,Daylight,Cloudy,1,0,2015-10-15 16:57:00+00:00,1,37.74049722,-121.49970556
136,Utah,53,1950,15,12,6,Daylight,Cloudy,1,0,2015-06-12 15:12:00+00:00,1,37.27962222,-113.31019444
137,Texas,441,30,6,7,11,Dark – Lighted,Cloudy,1,0,2015-11-07 06:27:00+00:00,1,32.46200833,-99.83681667
138,Tennessee,157,1620,17,27,5,Daylight,Cloudy,1,1,2015-05-27 17:05:00+00:00,1,35.18885556,-90.01770278
139,Florida,81,0,16,28,2,Daylight,Cloudy,1,1,2015-02-28 16:59:00+00:00,1,27.642575,-82.45781944
140,Maryland,31,0,9,4,10,Daylight,Cloudy,1,0,2015-10-04 09:08:00+00:00,1,39.111875,-77.18971944
141,Oklahoma,109,3550,10,11,2,Daylight,Cloudy,1,0,2015-02-11 10:44:00+00:00,1,35.4606,-97.6379
142,California,1,1364,9,23,5,Daylight,Cloudy,1,0,2015-05-23 09:50:00+00:00,1,37.54911111,-121.919
143,Florida,83,0,20,30,6,Dark – Lighted,Cloudy,1,1,2015-06-30 20:40:00+00:00,1,29.16466667,-82.18514444
144,Oklahoma,109,3550,11,17,3,Daylight,Cloudy,1,0,2015-03-17 11:10:00+00:00,1,35.4612,-97.5785
145,Missouri,47,4120,13,29,9,Daylight,Cloudy,1,1,2015-09-29 13:08:00+00:00,1,39.25223889,-94.50894722
146,Oregon,67,0,13,27,2,Daylight,Cloudy,1,1,2015-02-27 13:19:00+00:00,1,45.33756667,-122.76954167
147,Ohio,3,0,9,18,6,Daylight,Cloudy,1,0,2015-06-18 09:09:00+00:00,1,40.69925,-84.09031389
148,California,59,880,2,22,1,Dark – Not Lighted,Cloudy,1,1,2015-01-22 02:16:00+00:00,1,33.68666944,-117.89811944
149,North Carolina,21,170,0,11,5,Dark – Lighted,Cloudy,1,0,2015-05-11 00:43:00+00:00,1,35.59011389,-82.57469167
150,Florida,71,0,19,29,5,Daylight,Cloudy,1,1,2015-05-29 19:01:00+00:00,1,26.51294444,-81.79484722
151,Illinois,121,0,13,7,8,Daylight,Clear,1,1,2015-08-07 13:53:00+00:00,1,38.63733333,-88.97273333
152,California,71,0,0,11,10,Dark – Not Lighted,Clear,4,1,2015-10-11 00:30:00+00:00,1,35.46055,-115.62742778
153,Florida,109,0,12,26,2,Daylight,Clear,1,0,2015-02-26 12:13:00+00:00,1,30.07455556,-81.49858611
154,Colorado,123,0,16,6,9,Daylight,Clear,3,0,2015-09-06 16:45:00+00:00,1,40.10633333,-104.59061667
155,Texas,435,0,8,2,7,Daylight,Clear,1,0,2015-07-02 08:01:00+00:00,1,30.45170833,-100.25712222
156,Texas,179,0,17,7,8,Daylight,Clear,1,0,2015-08-07 17:07:00+00:00,1,35.20190278,-100.79318889
157,New Mexico,37,349,17,23,4,Daylight,Clear,2,1,2015-04-23 17:14:00+00:00,1,35.15748611,-103.15035278
158,New Mexico,49,0,10,14,9,Daylight,Clear,1,0,2015-09-14 10:08:00+00:00,1,35.57873611,-106.08079444
159,Georgia,179,0,13,21,2,Daylight,Clear,1,0,2015-02-21 13:19:00+00:00,1,31.77588611,-81.37929444
160,Utah,45,0,14,30,5,Daylight,Clear,1,0,2015-05-30 14:31:00+00:00,1,40.72595,-113.144575
161,Colorado,55,0,17,3,9,Daylight,Clear,1,0,2015-09-03 17:03:00+00:00,1,37.67361111,-104.80186111
162,South Dakota,103,0,10,1,11,Daylight,Clear,1,0,2015-11-01 10:39:00+00:00,1,44.063425,-102.37018611
163,Texas,435,0,10,31,7,Daylight,Clear,1,0,2015-07-31 10:16:00+00:00,1,30.58939167,-100.67257778
164,Missouri,107,0,18,26,7,Daylight,Clear,1,0,2015-07-26 18:25:00+00:00,1,39.009,-93.97925
165,Texas,467,0,14,26,9,Daylight,Clear,1,0,2015-09-26 14:28:00+00:00,1,32.52313889,-95.70585833
166,Texas,389,0,15,7,9,Daylight,Clear,1,0,2015-09-07 15:02:00+00:00,1,31.014,-103.86716111
167,Arizona,5,0,21,21,4,Dark – Not Lighted,Clear,2,0,2015-04-21 21:36:00+00:00,1,35.00962222,-111.68521389
168,Florida,11,0,8,8,2,Daylight,Clear,1,0,2015-02-08 08:20:00+00:00,1,26.15703333,-80.76949167
169,Michigan,145,0,9,9,1,Daylight,Clear,1,0,2015-01-09 09:30:00+00:00,1,43.24398056,-83.77050278
170,California,25,1090,16,30,12,Daylight,Clear,1,0,2015-12-30 16:35:00+00:00,1,32.77375833,-115.53113889
171,Massachusetts,27,980,13,9,5,Daylight,Clear,1,0,2015-05-09 13:12:00+00:00,1,42.13058056,-71.85760833
172,Missouri,189,1050,11,30,8,Daylight,Clear,1,0,2015-08-30 11:39:00+00:00,1,38.7525,-90.43858333
173,Colorado,41,0,6,11,12,Dark – Not Lighted,Clear,1,1,2015-12-11 06:53:00+00:00,1,38.70555556,-104.72344444
174,Florida,83,0,19,24,10,Dusk,Clear,1,0,2015-10-24 19:00:00+00:00,1,29.15031111,-82.18491944
175,Mississippi,49,0,4,21,5,Dark – Not Lighted,Clear,1,0,2015-05-21 04:16:00+00:00,1,32.35942222,-90.45103333
176,California,37,3470,16,17,5,Daylight,Clear,1,1,2015-05-17 16:10:00+00:00,1,34.02171389,-118.47653611
177,Texas,201,3280,13,4,4,Daylight,Clear,1,0,2015-04-04 13:30:00+00:00,1,29.78453056,-95.61429722
178,Illinois,105,0,21,22,10,Dark – Not Lighted,Clear,1,0,2015-10-22 21:40:00+00:00,1,40.94495278,-88.58650278
179,Texas,317,0,5,1,11,Dark – Not Lighted,Clear,1,0,2015-11-01 05:35:00+00:00,1,32.157075,-101.71381944
180,New Mexico,31,642,6,2,5,Dark – Not Lighted,Clear,1,0,2015-05-02 06:16:00+00:00,1,35.34775,-108.01395278
181,South Carolina,35,0,21,19,7,Dark – Not Lighted,Clear,2,0,2015-07-19 21:45:00+00:00,1,33.19197222,-80.60631111
182,Wisconsin,21,0,3,28,11,Dark – Not Lighted,Clear,1,1,2015-11-28 03:00:00+00:00,1,43.523225,-89.54027222
183,Colorado,45,0,23,17,4,Dark – Not Lighted,Clear,1,0,2015-04-17 23:00:00+00:00,1,39.52975,-107.73944444
184,Montana,23,0,4,28,10,Dark – Not Lighted,Clear,1,1,2015-10-28 04:45:00+00:00,1,46.20808611,-112.77731667
185,Texas,423,0,23,16,9,Dark – Not Lighted,Clear,1,0,2015-09-16 23:09:00+00:00,1,32.48002222,-95.49163056
186,Texas,435,0,4,12,10,Dark – Not Lighted,Clear,1,0,2015-10-12 04:13:00+00:00,1,30.62201667,-100.780025
187,Utah,53,1270,21,25,6,Dark – Not Lighted,Clear,1,0,2015-06-25 21:32:00+00:00,1,37.46816944,-113.224275
188,Colorado,45,0,2,1,3,Dark – Not Lighted,Clear,1,1,2015-03-01 02:20:00+00:00,1,39.54481389,-107.63305556
189,Nevada,15,0,1,14,2,Dark – Not Lighted,Clear,1,0,2015-02-14 01:23:00+00:00,1,40.66020278,-116.961125
190,Texas,349,0,0,13,8,Dark – Not Lighted,Clear,1,0,2015-08-13 00:25:00+00:00,1,32.13795278,-96.45865278
191,Louisiana,53,0,22,13,7,Dark – Not Lighted,Clear,2,0,2015-07-13 22:06:00+00:00,1,30.24631389,-92.96296389
192,Florida,21,0,3,3,10,Dark – Not Lighted,Clear,1,1,2015-10-03 03:46:00+00:00,1,26.15365,-81.44193056
193,Texas,105,0,21,30,3,Dark – Not Lighted,Clear,1,0,2015-03-30 21:00:00+00:00,1,30.68971111,-101.39338889
194,Texas,317,0,4,7,3,Dark – Not Lighted,Clear,2,0,2015-03-07 04:11:00+00:00,1,32.14109722,-101.79386389
195,Texas,267,0,4,19,12,Dark – Not Lighted,Clear,1,0,2015-12-19 04:20:00+00:00,1,30.39955278,-99.62725
196,New Mexico,29,0,5,24,12,Dark – Not Lighted,Clear,1,0,2015-12-24 05:18:00+00:00,1,32.24797222,-107.46029167
197,North Dakota,89,0,0,9,12,Dark – Not Lighted,Clear,1,1,2015-12-09 00:04:00+00:00,1,46.89068056,-103.05083889
198,Maine,11,7344,0,26,11,Dark – Not Lighted,Clear,1,0,2015-11-26 00:53:00+00:00,1,44.41198889,-69.74686944
199,Tennessee,77,0,0,16,7,Dark – Not Lighted,Clear,1,0,2015-07-16 00:50:00+00:00,1,35.79170556,-88.37876111
200,California,65,0,6,19,9,Dark – Not Lighted,Clear,1,0,2015-09-19 06:00:00+00:00,1,33.61946944,-115.02956944
201,California,71,0,5,17,2,Dark – Not Lighted,Clear,1,0,2015-02-17 05:50:00+00:00,1,35.11891667,-116.23465556
202,Arizona,15,0,18,26,10,Dark – Not Lighted,Clear,1,0,2015-10-26 18:04:00+00:00,1,34.80853889,-114.14999444
203,Mississippi,107,0,18,28,4,Dusk,Clear,1,0,2015-04-28 18:00:00+00:00,1,34.52171111,-89.92631944
204,Georgia,287,0,22,16,6,Dark – Not Lighted,Clear,1,0,2015-06-16 22:51:00+00:00,1,31.619025,-83.570425
205,Texas,409,0,1,26,5,Dark – Not Lighted,Clear,1,0,2015-05-26 01:17:00+00:00,1,28.04256667,-97.75377222
206,Mississippi,73,0,20,29,5,Dark – Not Lighted,Clear,1,0,2015-05-29 20:55:00+00:00,1,31.12478889,-89.37388056
207,Indiana,95,2230,20,15,8,Dusk,Clear,1,0,2015-08-15 20:26:00+00:00,1,39.99377778,-85.84389167
208,Arizona,17,0,16,10,10,Dusk,Clear,1,0,2015-10-10 16:52:00+00:00,1,34.99800556,-110.59291944
209,New Mexico,53,0,19,9,1,Dark – Not Lighted,Clear,1,1,2015-01-09 19:55:00+00:00,1,34.45834167,-106.82354167
210,Kentucky,173,0,23,16,10,Dark – Not Lighted,Clear,1,1,2015-10-16 23:04:00+00:00,1,38.07618056,-83.95556667
211,Arizona,15,0,0,12,6,Dark – Not Lighted,Clear,1,0,2015-06-12 00:43:00+00:00,1,36.83256111,-114.00529167
