,state_name,county,city,hour_of_crash,day_of_crash,month_of_crash,light_condition_name,atmospheric_conditions_1_name,number_of_fatalities,number_of_drunk_drivers,timestamp_of_crash,national_highway_system,latitude,longitude
15298,West Virginia,3,1170,17,20,7,Daylight,Clear,1,0,2015-07-20 17:24:00+00:00,1,39.55393611,-77.99521667
15299,Pennsylvania,71,0,16,15,11,Daylight,Clear,1,1,2015-11-15 16:26:00+00:00,0,39.85638056,-76.22125556
15300,Iowa,69,0,12,3,7,Daylight,Clear,1,0,2015-07-03 12:37:00+00:00,0,42.74543611,-93.39181111
15301,Oklahoma,31,0,3,1,1,Dark – Not Lighted,Clear,1,1,2015-01-01 03:18:00+00:00,1,34.594,-98.2823
15302,Nevada,3,120,19,31,7,Dusk,Clear,1,0,2015-07-31 19:26:00+00:00,1,36.14423611,-115.17994722
15303,Georgia,121,5640,3,26,7,Dark – Not Lighted,Clear,1,1,2015-07-26 03:20:00+00:00,1,33.61918611,-84.54985556
15304,Pennsylvania,17,0,20,10,2,Dark – Not Lighted,Clear,1,0,2015-02-10 20:03:00+00:00,1,40.40773333,-75.33921389
15305,Oregon,33,0,15,26,9,Daylight,Clear,1,1,2015-09-26 15:21:00+00:00,1,42.421675,-123.30112778
15306,Alabama,83,0,20,7,1,Dark – Not Lighted,Clear,1,0,2015-01-07 20:55:00+00:00,0,34.76602778,-86.87921111
15307,Tennessee,11,0,22,8,7,Dark – Not Lighted,Clear,2,1,2015-07-08 22:13:00+00:00,1,35.25075,-84.90015
15308,Delaware,3,0,2,1,2,Dark – Not Lighted,Clear,1,0,2015-02-01 02:22:00+00:00,0,39.77133056,-75.67035
15309,Idaho,27,1200,18,1,11,Dark – Lighted,Clear,1,0,2015-11-01 18:07:00+00:00,1,43.60499722,-116.62606944
15310,Tennessee,145,1850,20,10,12,Dark – Lighted,Clear,1,0,2015-12-10 20:22:00+00:00,1,35.97841111,-84.33648056
15311,Massachusetts,25,120,23,6,12,Dark – Lighted,Clear,1,0,2015-12-06 23:00:00+00:00,1,42.281975,-71.0589
15312,Massachusetts,9,100,21,10,5,Dark – Lighted,Clear,1,1,2015-05-10 21:10:00+00:00,0,42.554525,-70.88163333
15313,Ohio,89,2519,21,9,6,Dusk,Clear,1,0,2015-06-09 21:04:00+00:00,1,39.95355833,-82.6826
15314,North Dakota,53,0,21,22,11,Dark – Not Lighted,Clear,1,1,2015-11-22 21:38:00+00:00,0,47.98236944,-102.62921111
15315,Nebraska,109,0,18,12,11,Dark – Not Lighted,Clear,1,0,2015-11-12 18:20:00+00:00,1,40.711575,-96.48730278
15316,Washington,25,0,0,4,10,Dark – Not Lighted,Clear,2,1,2015-10-04 00:09:00+00:00,1,47.18231111,-119.85343056
15317,Connecticut,13,293,4,17,2,Dark – Lighted,Clear,1,0,2015-02-17 04:34:00+00:00,0,41.65880556,-72.36333611
15318,Oregon,43,0,21,14,7,Dark – Lighted,Clear,1,0,2015-07-14 21:47:00+00:00,1,44.55566111,-123.04906667
15319,Oklahoma,11,0,4,19,11,Dark – Not Lighted,Clear,1,0,2015-11-19 04:57:00+00:00,1,35.8411,-98.3485
15320,Mississippi,45,0,20,31,8,Dark – Not Lighted,Clear,1,0,2015-08-31 20:00:00+00:00,0,30.30005833,-89.45627222
15321,Alabama,89,0,18,30,9,Dark – Lighted,Clear,1,0,2015-09-30 18:55:00+00:00,1,34.88472222,-86.73897778
15322,North Dakota,53,0,19,4,3,Dark – Not Lighted,Clear,3,0,2015-03-04 19:20:00+00:00,0,47.86271944,-104.01186944
15323,Florida,81,0,17,1,12,Dark – Not Lighted,Clear,1,0,2015-12-01 17:46:00+00:00,1,27.58736667,-82.22790278
15324,West Virginia,3,1170,12,14,8,Daylight,Clear,1,0,2015-08-14 12:29:00+00:00,1,39.55421944,-78.02253889
15325,Maine,5,3360,14,9,12,Daylight,Clear,1,0,2015-12-09 14:54:00+00:00,1,43.89809444,-70.34397222
15326,Georgia,227,2910,9,4,12,Daylight,Clear,1,0,2015-12-04 09:07:00+00:00,1,34.40681944,-84.42239722
15327,Pennsylvania,5,0,8,23,2,Daylight,Clear,1,0,2015-02-23 08:00:00+00:00,1,40.84228333,-79.46377778
15328,New York,35,2980,13,8,10,Daylight,Clear,1,0,2015-10-08 13:58:00+00:00,0,43.03547778,-74.30307778
15329,Florida,13,0,19,1,9,Daylight,Clear,1,0,2015-09-01 19:18:00+00:00,1,30.22760278,-85.20476389
15330,Colorado,41,430,9,11,2,Daylight,Clear,1,0,2015-02-11 09:14:00+00:00,1,38.837625,-104.66121389
15331,Georgia,237,0,4,22,4,Dark – Not Lighted,Clear,1,0,2015-04-22 04:41:00+00:00,0,33.23753611,-83.31877222
15332,New York,51,3240,22,2,10,Dark – Not Lighted,Clear,1,1,2015-10-02 22:09:00+00:00,1,42.90986111,-77.56471944
15333,Missouri,221,0,17,17,8,Daylight,Clear,2,0,2015-08-17 17:05:00+00:00,1,37.90630556,-90.69688889
15334,Florida,13,0,19,22,8,Dusk,Clear,1,1,2015-08-22 19:20:00+00:00,1,30.42596944,-85.15048889
15335,Tennessee,187,0,4,18,7,Dark – Not Lighted,Clear,1,1,2015-07-18 04:23:00+00:00,1,35.81506111,-86.80528056
15336,Utah,35,0,21,12,4,Dark – Not Lighted,Clear,1,1,2015-04-12 21:39:00+00:00,1,40.72444722,-112.16024722
15337,Washington,59,0,20,20,6,Dusk,Clear,4,1,2015-06-20 20:08:00+00:00,0,45.61802778,-122.03887222
15338,South Dakota,67,0,13,17,7,Daylight,Clear,1,0,2015-07-17 13:19:00+00:00,1,43.42373889,-97.99707778
15339,Kansas,127,1180,16,25,10,Daylight,Clear,1,0,2015-10-25 16:02:00+00:00,0,38.81606667,-96.50138611
15340,Georgia,247,0,6,8,9,Dark – Not Lighted,Clear,1,0,2015-09-08 06:28:00+00:00,1,33.71916111,-83.92566111
15341,Wisconsin,73,0,16,4,2,Daylight,Clear,3,1,2015-02-04 16:47:00+00:00,1,44.72323333,-90.25015
15342,Iowa,181,0,17,31,3,Daylight,Clear,1,0,2015-03-31 17:55:00+00:00,0,41.36676111,-93.69293889
15343,Maine,31,3710,2,9,5,Dark – Not Lighted,Clear,1,1,2015-05-09 02:58:00+00:00,0,43.59716111,-70.56391111
15344,Georgia,223,0,22,15,4,Dark – Not Lighted,Clear,1,0,2015-04-15 22:12:00+00:00,1,33.91905833,-84.92938056
15345,West Virginia,11,1458,17,6,11,Dark – Not Lighted,Clear,1,0,2015-11-06 17:43:00+00:00,1,38.568825,-82.28191944
15346,Arizona,12,0,19,2,1,Dark – Not Lighted,Clear,1,0,2015-01-02 19:05:00+00:00,1,34.293025,-114.12937778
15347,Florida,99,2431,6,20,4,Dark – Not Lighted,Clear,1,0,2015-04-20 06:22:00+00:00,1,26.84015556,-80.17143333
15348,Oklahoma,127,170,14,28,7,Daylight,Clear,1,1,2015-07-28 14:02:00+00:00,0,34.22990278,-95.63094167
15349,Florida,35,410,15,16,5,Daylight,Clear,1,1,2015-05-16 15:50:00+00:00,1,29.46821111,-81.27495
15350,Arizona,21,0,11,23,4,Daylight,Clear,1,1,2015-04-23 11:42:00+00:00,1,33.17978889,-112.00174444
15351,Alabama,33,660,15,26,7,Daylight,Clear,1,0,2015-07-26 15:45:00+00:00,1,34.75413889,-87.97131667
15352,Alabama,47,0,11,21,8,Daylight,Clear,3,2,2015-08-21 11:25:00+00:00,1,32.25831944,-87.40155278
15353,Wisconsin,101,3224,14,9,6,Daylight,Clear,1,0,2015-06-09 14:39:00+00:00,1,42.75465278,-87.83656667
15354,Alabama,79,0,11,15,4,Daylight,Clear,1,0,2015-04-15 11:00:00+00:00,1,34.51630556,-87.20631111
15355,New York,109,3146,15,7,9,Daylight,Clear,1,0,2015-09-07 15:56:00+00:00,1,42.48219444,-76.46726944
15356,Pennsylvania,79,0,13,18,6,Daylight,Clear,2,0,2015-06-18 13:22:00+00:00,1,40.94326111,-76.02359722
15357,New York,103,2728,10,30,1,Daylight,Clear,1,0,2015-01-30 10:49:00+00:00,1,40.78184722,-73.08416667
15358,Wisconsin,105,0,18,18,5,Daylight,Clear,1,0,2015-05-18 18:17:00+00:00,1,42.67206389,-89.15016944
15359,Missouri,221,0,15,11,10,Daylight,Clear,1,0,2015-10-11 15:53:00+00:00,1,37.90988889,-90.70158333
15360,Illinois,139,0,7,27,2,Daylight,Clear,1,0,2015-02-27 07:00:00+00:00,1,39.62203611,-88.68065556
15361,Minnesota,67,0,14,17,7,Daylight,Clear,1,0,2015-07-17 14:32:00+00:00,1,45.29201389,-94.93908611
15362,South Carolina,91,0,14,9,5,Daylight,Clear,1,0,2015-05-09 14:38:00+00:00,1,34.85530278,-80.88690833
15363,New York,91,5470,14,10,8,Daylight,Clear,1,0,2015-08-10 14:03:00+00:00,1,43.10831389,-73.60041389
15364,Kansas,109,4830,8,4,11,Daylight,Clear,1,0,2015-11-04 08:13:00+00:00,0,38.90395278,-101.33348611
15365,Minnesota,111,0,10,24,10,Daylight,Clear,1,0,2015-10-24 10:30:00+00:00,1,46.25409722,-96.07181111
15366,Pennsylvania,101,6540,0,30,8,Dark – Lighted,Clear,1,2,2015-08-30 00:25:00+00:00,0,40.10293333,-74.99096111
15367,New York,85,4170,4,20,3,Dark – Lighted,Clear,2,0,2015-03-20 04:50:00+00:00,1,40.56156944,-74.19820278
15368,Florida,86,2010,4,25,7,Dark – Lighted,Clear,1,0,2015-07-25 04:35:00+00:00,1,25.92754444,-80.21363333
15369,South Carolina,19,1225,9,6,1,Daylight,Clear,1,0,2015-01-06 09:55:00+00:00,1,32.82586389,-79.8182
15370,Wisconsin,87,170,5,7,10,Dark – Not Lighted,Clear,1,0,2015-10-07 05:05:00+00:00,1,44.25935,-88.35577222
15371,Washington,11,0,9,2,4,Daylight,Clear,1,0,2015-04-02 09:27:00+00:00,0,45.73376667,-122.55157222
15372,Oregon,43,0,16,3,12,Daylight,Clear,1,0,2015-12-03 16:30:00+00:00,1,44.55508056,-123.00873333
15373,Oregon,71,0,9,30,9,Daylight,Clear,1,0,2015-09-30 09:56:00+00:00,1,45.08489167,-123.41357778
15374,Florida,89,0,11,18,2,Daylight,Clear,1,0,2015-02-18 11:51:00+00:00,1,30.61896667,-81.65106667
15375,Florida,35,0,11,19,6,Daylight,Clear,2,0,2015-06-19 11:05:00+00:00,0,29.34300833,-81.31085833
15376,Indiana,53,4790,9,29,10,Daylight,Clear,1,0,2015-10-29 09:15:00+00:00,1,40.47915833,-85.82502222
15377,Missouri,167,880,10,11,7,Daylight,Clear,1,0,2015-07-11 10:24:00+00:00,1,37.60778889,-93.44379722
15378,New York,59,4450,9,24,4,Daylight,Clear,1,0,2015-04-24 09:37:00+00:00,1,40.76760833,-73.62560833
15379,Washington,33,1030,23,13,8,Dark – Lighted,Clear,1,0,2015-08-13 23:15:00+00:00,0,47.43980278,-122.21804167
15380,Florida,95,2360,21,25,10,Dark – Lighted,Clear,1,1,2015-10-25 21:07:00+00:00,1,28.46748056,-81.43946111
15381,New York,119,2566,21,7,5,Dark – Lighted,Clear,1,0,2015-05-07 21:50:00+00:00,1,41.03024167,-73.82079167
15382,New York,47,4170,0,30,4,Dark – Lighted,Clear,1,1,2015-04-30 00:37:00+00:00,1,40.64326667,-73.87605833
15383,New York,111,4461,7,25,8,Daylight,Clear,1,0,2015-08-25 07:31:00+00:00,0,41.97870833,-74.25015556
15384,Florida,83,2270,7,19,8,Daylight,Clear,1,0,2015-08-19 07:30:00+00:00,0,29.18673611,-82.26078056
15385,Pennsylvania,27,0,20,24,5,Dark – Not Lighted,Clear,1,0,2015-05-24 20:36:00+00:00,1,40.81105278,-77.63695278
15386,Missouri,167,880,20,14,3,Dark – Not Lighted,Clear,1,0,2015-03-14 20:25:00+00:00,0,37.55329167,-93.38761389
15387,Illinois,75,0,13,8,6,Daylight,Clear,1,0,2015-06-08 13:42:00+00:00,1,40.76814444,-87.69563333
15388,Pennsylvania,45,1270,0,4,6,Dark – Lighted,Clear,2,1,2015-06-04 00:52:00+00:00,1,39.84098056,-75.37033611
15389,Georgia,67,4490,20,24,8,Dusk,Clear,1,0,2015-08-24 20:16:00+00:00,1,33.86750556,-84.69689167
15390,Iowa,181,0,7,31,8,Daylight,Clear,1,0,2015-08-31 07:12:00+00:00,0,41.49853333,-93.49785
15391,Georgia,291,0,11,13,6,Daylight,Clear,1,0,2015-06-13 11:02:00+00:00,1,34.861425,-83.99953333
15392,Vermont,25,770,17,7,9,Daylight,Clear,1,0,2015-09-07 17:15:00+00:00,1,42.87064722,-72.90395278
15393,Arizona,12,0,8,1,4,Daylight,Clear,1,0,2015-04-01 08:46:00+00:00,1,34.16319167,-114.25840278
15394,Kansas,53,0,15,14,11,Daylight,Clear,1,0,2015-11-14 15:55:00+00:00,1,38.60924167,-98.387375
15395,New York,103,1337,11,11,2,Daylight,Clear,1,0,2015-02-11 11:05:00+00:00,0,40.86878889,-73.00108333
15396,New York,121,5994,13,7,8,Daylight,Clear,1,0,2015-08-07 13:31:00+00:00,0,42.70472778,-78.38796111
15397,Nebraska,9,0,9,10,3,Daylight,Clear,1,0,2015-03-10 09:20:00+00:00,1,41.84616111,-100.13658333
15398,Florida,127,2190,21,5,12,Dark – Not Lighted,Clear,1,0,2015-12-05 21:14:00+00:00,1,29.01726111,-81.37213333
15399,Florida,17,0,23,5,9,Dark – Not Lighted,Clear,1,0,2015-09-05 23:23:00+00:00,1,28.85756111,-82.42071944
15400,Illinois,97,0,8,3,2,Daylight,Clear,1,0,2015-02-03 08:59:00+00:00,1,42.47914167,-88.13608611
15401,Mississippi,45,0,6,4,6,Daylight,Clear,1,0,2015-06-04 06:18:00+00:00,0,30.31091667,-89.59219722
15402,New Hampshire,5,47,19,16,8,Daylight,Clear,1,0,2015-08-16 19:40:00+00:00,1,42.90101389,-72.45988889
15403,Pennsylvania,19,0,13,25,2,Daylight,Clear,1,0,2015-02-25 13:34:00+00:00,1,40.78023611,-79.92993611
15404,South Carolina,25,0,15,31,8,Daylight,Clear,1,0,2015-08-31 15:30:00+00:00,0,34.76642778,-80.34170833
15405,Hawaii,1,3002,17,7,4,Daylight,Clear,1,0,2015-04-07 17:24:00+00:00,1,19.69265,-156.01711944
15406,Ohio,123,0,12,12,4,Daylight,Clear,1,0,2015-04-12 12:28:00+00:00,1,41.55486389,-83.06763889
15407,Mississippi,31,0,14,24,7,Daylight,Clear,1,1,2015-07-24 14:46:00+00:00,0,31.63923611,-89.74125278
15408,Pennsylvania,101,6540,99,26,4,Dark – Lighted,Clear,1,0,2015-04-26 00:00:00+00:00,1,39.95696667,-75.22553889
15409,Illinois,89,1390,22,9,5,Dark – Lighted,Clear,1,1,2015-05-09 22:23:00+00:00,1,42.12108611,-88.25796389
15410,New Jersey,25,3580,4,15,11,Dark – Lighted,Clear,1,1,2015-11-15 04:06:00+00:00,1,40.29550556,-74.02914722
15411,Arizona,13,80,18,3,12,Dark – Lighted,Clear,1,0,2015-12-03 18:07:00+00:00,1,33.20401111,-111.84109722
15412,Maryland,31,0,6,4,11,Dark – Lighted,Clear,1,0,2015-11-04 06:11:00+00:00,0,38.999475,-77.09680556
15413,Hawaii,9,2900,20,6,7,Dark – Lighted,Clear,2,1,2015-07-06 20:49:00+00:00,1,20.88135278,-156.44499722
15414,Tennessee,157,1620,22,27,1,Dark – Lighted,Clear,1,1,2015-01-27 22:30:00+00:00,1,35.06915,-89.93213889
15415,Florida,71,1070,1,25,1,Dark – Lighted,Clear,1,0,2015-01-25 01:30:00+00:00,0,26.64068056,-81.85626389
15416,New Mexico,1,30,0,12,7,Dark – Lighted,Clear,2,1,2015-07-12 00:26:00+00:00,1,35.02676944,-106.68981111
15417,Maryland,33,0,21,2,5,Dark – Not Lighted,Clear,1,0,2015-05-02 21:14:00+00:00,0,38.72803889,-76.881275
15418,Florida,86,0,18,9,12,Daylight,Clear,1,0,2015-12-09 18:55:00+00:00,1,25.92477222,-80.29658056
15419,West Virginia,81,170,14,20,1,Daylight,Clear,1,0,2015-01-20 14:00:00+00:00,1,37.76741111,-81.19595833
15420,Kentucky,111,2090,10,18,9,Daylight,Clear,1,0,2015-09-18 10:20:00+00:00,1,38.15780278,-85.691075
15421,Arizona,13,290,13,10,7,Daylight,Clear,1,0,2015-07-10 13:07:00+00:00,1,33.43415278,-111.88417778
15422,Oregon,61,0,6,5,10,Dawn,Clear,1,0,2015-10-05 06:38:00+00:00,1,45.36230556,-118.00271944
15423,South Carolina,29,0,5,19,8,Dawn,Clear,1,1,2015-08-19 05:55:00+00:00,0,32.82348056,-80.55699167
15424,Georgia,111,560,11,16,10,Daylight,Clear,1,0,2015-10-16 11:28:00+00:00,1,34.889075,-84.22338611
15425,Arizona,17,0,7,7,4,Daylight,Clear,1,0,2015-04-07 07:15:00+00:00,1,34.35901111,-110.05332222
15426,Florida,86,0,18,4,1,Daylight,Clear,1,0,2015-01-04 18:00:00+00:00,1,25.616725,-80.47928056
15427,Florida,69,0,19,23,12,Dark – Not Lighted,Clear,2,1,2015-12-23 19:25:00+00:00,1,28.80066111,-81.5928
15428,Hawaii,1,3000,0,3,8,Dark – Not Lighted,Clear,1,0,2015-08-03 00:41:00+00:00,1,19.72549722,-156.02476944
15429,Florida,86,0,22,25,7,Dark – Not Lighted,Clear,1,0,2015-07-25 22:55:00+00:00,1,25.55705833,-80.47810278
15430,Alabama,39,2350,7,21,10,Daylight,Clear,1,0,2015-10-21 07:10:00+00:00,1,31.25424444,-86.28699167
15431,Illinois,197,0,16,14,5,Daylight,Clear,1,0,2015-05-14 16:00:00+00:00,1,41.43571667,-87.57689444
15432,Illinois,89,560,19,11,10,Dark – Lighted,Clear,1,0,2015-10-11 19:20:00+00:00,1,41.86423333,-88.31378056
15433,Tennessee,149,0,12,21,4,Daylight,Clear,1,0,2015-04-21 12:44:00+00:00,1,35.84286111,-86.5262
15434,New Mexico,49,710,18,15,7,Daylight,Clear,1,0,2015-07-15 18:20:00+00:00,0,35.59112778,-106.06270556
15435,Florida,69,0,17,17,6,Daylight,Clear,2,0,2015-06-17 17:51:00+00:00,0,28.85127778,-81.56098056
15436,Wisconsin,131,4089,11,11,9,Daylight,Clear,1,0,2015-09-11 11:59:00+00:00,0,43.23684722,-88.26185556
15437,Indiana,5,990,12,13,9,Daylight,Clear,1,0,2015-09-13 12:30:00+00:00,1,39.17268333,-85.85211389
15438,Washington,45,0,17,28,4,Daylight,Clear,1,0,2015-04-28 17:50:00+00:00,0,47.28214722,-122.95991389
15439,Ohio,77,0,9,12,10,Daylight,Clear,1,0,2015-10-12 09:55:00+00:00,1,41.19614444,-82.41283611
15440,Minnesota,63,3260,11,7,6,Daylight,Clear,1,0,2015-06-07 11:50:00+00:00,1,43.79819722,-95.324175
15441,Pennsylvania,95,0,16,25,5,Daylight,Clear,1,1,2015-05-25 16:00:00+00:00,1,40.77574167,-75.59124722
15442,Pennsylvania,101,6540,18,17,7,Daylight,Clear,1,1,2015-07-17 18:32:00+00:00,1,40.0823,-74.966625
15443,Florida,86,0,4,2,11,Dark – Lighted,Clear,2,1,2015-11-02 04:30:00+00:00,1,25.74195,-80.31950278
15444,Florida,86,0,5,15,6,Dark – Lighted,Clear,1,0,2015-06-15 05:24:00+00:00,1,25.73303056,-80.31863889
15445,Florida,86,0,1,26,6,Dark – Lighted,Clear,1,0,2015-06-26 01:30:00+00:00,1,25.92364444,-80.32264722
15446,Florida,117,0,2,11,7,Dark – Lighted,Clear,1,1,2015-07-11 02:44:00+00:00,1,28.80006111,-81.33125
15447,Florida,86,0,4,1,8,Dark – Lighted,Clear,1,0,2015-08-01 04:30:00+00:00,1,25.88416944,-80.32375
15448,Washington,33,1960,11,24,9,Daylight,Clear,5,0,2015-09-24 11:11:00+00:00,0,47.646125,-122.34728056
15449,Florida,11,2916,10,16,4,Daylight,Clear,2,0,2015-04-16 10:28:00+00:00,1,26.14465,-80.34263056
15450,Arizona,13,490,15,8,1,Daylight,Clear,1,0,2015-01-08 15:57:00+00:00,1,33.401925,-111.89095833
15451,New York,59,2600,20,16,8,Dark – Lighted,Clear,1,1,2015-08-16 20:41:00+00:00,1,40.70862222,-73.57891111
15452,Arizona,13,420,1,19,12,Dark – Lighted,Clear,1,0,2015-12-19 01:07:00+00:00,1,33.65621944,-111.91510556
15453,Arizona,13,370,4,15,8,Dark – Lighted,Clear,1,0,2015-08-15 04:59:00+00:00,1,33.48324444,-112.26402778
15454,New York,103,2920,1,12,7,Dark – Not Lighted,Clear,3,1,2015-07-12 01:29:00+00:00,1,40.73698333,-73.28608611
15455,Colorado,5,0,15,7,6,Daylight,Clear,1,0,2015-06-07 15:16:00+00:00,1,39.71350556,-104.72265
15456,Florida,31,1510,9,31,12,Daylight,Clear,1,0,2015-12-31 09:15:00+00:00,1,30.250025,-81.53771389
15457,New Jersey,15,1814,15,30,6,Daylight,Clear,1,0,2015-06-30 15:51:00+00:00,1,39.72103889,-75.15334167
15458,Florida,95,0,17,13,10,Daylight,Clear,1,1,2015-10-13 17:03:00+00:00,1,28.48170278,-81.24077222
15459,Arizona,13,80,7,3,11,Daylight,Clear,1,0,2015-11-03 07:02:00+00:00,1,33.29230278,-111.89391111
15460,Colorado,59,0,7,17,7,Daylight,Clear,1,0,2015-07-17 07:10:00+00:00,1,39.56622222,-105.06152778
15461,Tennessee,31,0,11,29,4,Daylight,Clear,1,0,2015-04-29 11:30:00+00:00,1,35.54494444,-85.99722778
15462,Florida,119,0,11,5,9,Daylight,Clear,1,0,2015-09-05 11:25:00+00:00,1,28.87234167,-82.08843056
15463,New York,103,2840,16,30,10,Daylight,Clear,1,0,2015-10-30 16:15:00+00:00,1,40.82791667,-73.43404722
15464,Maine,19,2422,10,7,12,Daylight,Clear,1,0,2015-12-07 10:47:00+00:00,0,44.82876944,-68.66041944
15465,Illinois,91,0,15,31,12,Daylight,Clear,1,0,2015-12-31 15:00:00+00:00,1,41.17367222,-87.91869722
15466,Oregon,47,0,12,27,5,Daylight,Clear,1,0,2015-05-27 12:35:00+00:00,1,44.75937778,-122.32604722
15467,Pennsylvania,97,0,15,24,7,Daylight,Clear,1,0,2015-07-24 15:02:00+00:00,1,41.02011944,-76.83366111
15468,Utah,11,260,16,28,7,Daylight,Clear,1,0,2015-07-28 16:29:00+00:00,0,41.11015556,-112.03273056
15469,Tennessee,133,0,5,30,7,Dawn,Clear,1,0,2015-07-30 05:25:00+00:00,1,36.3308,-85.3558
15470,Colorado,121,0,13,23,7,Daylight,Clear,1,0,2015-07-23 13:20:00+00:00,1,39.78563611,-103.59323611
15471,Florida,97,0,18,15,3,Daylight,Clear,1,0,2015-03-15 18:01:00+00:00,1,27.73376111,-81.02424444
15472,Pennsylvania,29,0,16,11,10,Daylight,Clear,1,0,2015-10-11 16:05:00+00:00,1,39.87183333,-75.87699444
15473,Florida,95,0,6,22,4,Dark – Not Lighted,Clear,1,0,2015-04-22 06:50:00+00:00,1,28.39096667,-80.94019722
15474,Minnesota,127,0,6,22,7,Daylight,Clear,1,0,2015-07-22 06:20:00+00:00,1,44.54167222,-95.35528056
15475,Georgia,209,0,15,28,1,Daylight,Clear,1,0,2015-01-28 15:52:00+00:00,1,32.18890278,-82.52670833
15476,Arizona,15,268,12,6,12,Daylight,Clear,1,0,2015-12-06 12:30:00+00:00,1,34.42209444,-114.20279167
15477,Kentucky,71,0,17,24,12,Dusk,Clear,4,0,2015-12-24 17:45:00+00:00,0,37.65721111,-82.82979722
15478,Nebraska,55,0,17,10,3,Dusk,Clear,2,0,2015-03-10 17:45:00+00:00,1,41.26358056,-96.26161944
15479,Kentucky,213,0,21,10,12,Dark – Not Lighted,Clear,1,1,2015-12-10 21:28:00+00:00,0,36.73163889,-86.63829167
15480,Tennessee,113,0,20,4,4,Dark – Not Lighted,Clear,1,2,2015-04-04 20:45:00+00:00,0,35.43851944,-88.87286944
15481,Florida,121,0,21,24,1,Dark – Not Lighted,Clear,1,0,2015-01-24 21:48:00+00:00,0,30.24636944,-83.04701111
15482,New York,103,5769,0,13,3,Dark – Lighted,Clear,1,1,2015-03-13 00:05:00+00:00,1,40.86048889,-73.21509167
15483,Arizona,25,0,18,3,10,Dark – Not Lighted,Clear,1,0,2015-10-03 18:43:00+00:00,1,34.85243056,-112.4672
15484,Arkansas,31,0,17,20,6,Daylight,Clear,1,0,2015-06-20 17:38:00+00:00,1,35.72245,-90.69299722
15485,Oregon,19,0,15,30,1,Daylight,Clear,1,0,2015-01-30 15:45:00+00:00,1,43.67326389,-123.65207778
15486,Wisconsin,11,3305,15,2,9,Daylight,Clear,1,0,2015-09-02 15:54:00+00:00,0,44.43445556,-92.03754722
15487,Kansas,177,0,14,15,7,Daylight,Clear,1,0,2015-07-15 14:14:00+00:00,1,39.07720278,-95.61356667
15488,Florida,19,0,14,16,6,Daylight,Clear,5,1,2015-06-16 14:52:00+00:00,0,29.9784,-81.89776944
15489,Wisconsin,45,0,15,23,2,Daylight,Clear,1,0,2015-02-23 15:57:00+00:00,0,42.64598889,-89.63156944
15490,Ohio,93,0,14,20,2,Daylight,Clear,3,1,2015-02-20 14:21:00+00:00,1,41.16838333,-82.09834167
15491,New York,101,6216,15,29,12,Daylight,Clear,1,0,2015-12-29 15:55:00+00:00,0,99.9999,999.9999
15492,Indiana,67,1930,18,2,11,Dark – Not Lighted,Clear,1,0,2015-11-02 18:05:00+00:00,1,40.47780556,-85.99490833
15493,Colorado,123,0,2,2,6,Dark – Not Lighted,Clear,1,0,2015-06-02 02:31:00+00:00,1,40.08051944,-104.67831944
15494,New Jersey,5,0,21,12,12,Dark – Not Lighted,Clear,1,0,2015-12-12 21:13:00+00:00,1,39.94962222,-74.48625833
15495,Iowa,121,0,16,12,5,Daylight,Clear,1,1,2015-05-12 16:42:00+00:00,0,41.35374167,-93.89215833
15496,Florida,69,0,13,3,3,Daylight,Clear,1,0,2015-03-03 13:31:00+00:00,1,29.16253056,-81.53388056
15497,Arizona,17,240,11,18,6,Daylight,Clear,1,0,2015-06-18 11:09:00+00:00,1,34.89013056,-110.16246944
15498,Wisconsin,39,0,13,21,1,Daylight,Clear,2,0,2015-01-21 13:39:00+00:00,1,43.78253333,-88.27944444
15499,Tennessee,121,0,13,29,6,Daylight,Clear,1,0,2015-06-29 13:54:00+00:00,1,35.40585,-85.01661944
15500,Kansas,135,0,10,13,2,Daylight,Clear,1,0,2015-02-13 10:33:00+00:00,0,38.450375,-100.11886944
15501,Florida,97,0,7,13,3,Dawn,Clear,1,0,2015-03-13 07:07:00+00:00,1,27.71721667,-80.94861111
15502,Florida,71,0,14,3,1,Daylight,Clear,1,0,2015-01-03 14:21:00+00:00,1,26.71248889,-81.65163056
15503,Kentucky,135,0,12,20,11,Daylight,Clear,1,1,2015-11-20 12:00:00+00:00,1,38.58589167,-83.400975
15504,Kansas,155,0,7,2,9,Daylight,Clear,1,0,2015-09-02 07:05:00+00:00,1,38.07505833,-98.178925
15505,New York,75,2200,12,16,8,Daylight,Clear,1,0,2015-08-16 12:10:00+00:00,1,43.40110278,-76.2548
15506,Florida,53,0,0,23,10,Dark – Not Lighted,Clear,1,0,2015-10-23 00:10:00+00:00,1,28.51163056,-82.10786944
15507,New York,99,1976,19,16,9,Daylight,Clear,2,1,2015-09-16 19:49:00+00:00,1,42.82699167,-76.90050278
15508,Nebraska,155,0,22,24,7,Dark – Not Lighted,Clear,1,1,2015-07-24 22:19:00+00:00,1,41.23411111,-96.36594444
15509,Illinois,119,0,8,20,4,Daylight,Clear,1,0,2015-04-20 08:09:00+00:00,1,38.76235278,-89.80068333
15510,Wisconsin,77,0,14,10,2,Daylight,Clear,2,0,2015-02-10 14:00:00+00:00,0,43.79516944,-89.38114167
